developer_id,developer
1145,White Birds Productions
1146,Alice Soft
1147,Will
1148,CyberFront
1149,Karin Entertainment
1150,PENCIL
1151,GameCo Studios
1152,ERS G-Studio
1153,BushiRoad
1154,MAGES
1155,La'cryma
1156,Victor Interactive Software
1157,Vridge Inc.
1158,Datam Polystar
1159,WideScreen Games
1160,FOG (Full On Games)
1161,Culture Brain
1162,GungHo Works
1163,Giga
1164,Perfect Entertainment
1165,Oberon Media
1166,Revolution (Japan)
1167,Tivola
1168,AKABEi SOFT2
1169,System Soft Alpha
1170,Autumn Moon Entertainment
1171,Media.Vision
1172,Intense
1173,Cave
1174,GN Software
1175,EuroVideo Medien
1176,Piacci
1177,Youda Games
1178,Harukaze
1179,minori
1180,System Soft
1181,Licensed 4U
1182,Boston Animation
1183,Societe Pollene
1184,Edios Interactive
1185,iMel
1186,Takuyo
1187,Abel Software
1188,Matatabi
1189,Entergram
1190,Rusell
1191,Colossal Pictures
1192,Chuable Soft
1193,House of Tales
1194,Kids Station
1195,Tryfirst
1196,ZeroDiv
1197,Gadget Soft
1198,Lump of Sugar
1199,Media Works
1200,Nitro Games
1201,Navarre Corporation
1202,ASa Project
1203,Colibri Games
1204,CrazyBunch
1205,Astragon
1206,Virtual Identity
1207,Midway Games
1208,dtp entertainment AG
1209,Mosaic
1210,Neuron Age
1211,Nucleosys
1212,Nippon Cultural Broadcasting eXtend
1213,Darkling Room
1214,Artifex Mundi sp. z o.o.
1215,Dimple Entertainment
1216,honeybee
1217,Foreign Media Games
1218,Rejet
1219,El Dia
1220,"Infocom, Inc."
1221,WitchCraft
1222,Petit Reve
1223,Unicorn-A
1224,World-Loom
1225,SpinTop Games
1226,Takagism Inc.
1227,Shadow Tor Studios
1228,Edge WORKS
1229,Open Sesame
1230,WRF Studios
1231,Zinkia Entertainment
1232,SilverStar Japan
1233,Artematica Entertainment
1234,The Code Monkeys
1235,MagicIndie
1236,Aardman Animations
1237,XXV Productions
1238,Kheops Studio
1239,Conspiracy Entertainment
1240,Mentor Interactive
1241,fonfun
1242,G5 Software
1243,Suzak
1244,Cyanide
1245,Vertigo Gaming Inc.
1246,CineGroupe / ImaginEngine
1247,althi Inc.
1248,Haggard Games
1249,Appeal
1250,Brawsome
1251,Cyberflix
1252,The Fullbright Company
1253,93 Games Studio
1254,Virtucraft / Sennari Interactive
1255,Atlantis Interactive Entertainment
1256,Maid meets Cat
1257,Wicked Studios
1258,Funbox Media
1259,Streko-Graphics Inc.
1260,MECC
1261,Rob Howland
1262,Bandai Namco Studios
1263,Capcom / Dimps Corporation
1264,Yuke's
1265,NetherRealm Studios
1266,Nintendo IRD
1267,TRY Corporation
1268,Aki Corp.
1269,Yuke's Osaka
1270,Midway Amusement Games
1271,Aki Corporation
1272,Sculptured Software
1273,Inland Productions
1274,AKI Corporation / EA Canada
1275,EA Chicago
1276,Press Start Inc.
1277,EA Canada
1278,EA Canada
1279,EA Sports
1280,Acclaim Studios Salt Lake City
1281,"Yuke's Co., Ltd."
1282,Kodiak Interactive
1283,Spike / Bandai Namco Games
1284,JAKKS Pacific
1285,Yukie's Osaka
1286,8ting/Raizing
1287,SuperBot Entertainment
1288,Point of View Inc.
1289,DreamFactory
1290,Acclaim Studios Salt Lake City
1291,JGI Entertainment
1292,Paradox Development
1293,Tomy
1294,Silver Dollar Games
1295,"Sculptured Software, Inc."
1296,AMA Studios
1297,ColdWood Interactive
1298,"Anchor, Inc."
1299,Anchor
1300,Bam Entertainment
1301,Incognito Entertainment
1302,Acclaim
1303,Ultravision
1304,New
1305,Crafts & Meister
1306,Eighting / Raizing
1307,SNK Corporation
1308,Studio Gigante
1309,Eighting/Raizing
1310,Sega-AM3
1311,Noise Inc.
1312,LightWeight
1313,Human Club
1314,Dream Factory
1315,New Corporation
1316,SNK Playmore
1317,Opus Studio
1318,Team Fusion
1319,Ronin Entertainment
1320,Byking
1321,Acclaim Studios Austin
1322,Just Add Monsters
1323,WayForward Pocket Team
1324,Capcom Production Studio 2
1325,Xing Entertainment
1326,EA Freestyle
1327,Think and Feel
1328,Osiris Studios
1329,Danger Productions
1330,Rutubo Games
1331,Capcom Production Studio 2
1332,Examu Inc.
1333,S-Neo
1334,Incredible Technologies
1335,ASCII Entertainment
1336,Daoka
1337,Konami / Eighting
1338,Digital Fiction
1339,Crawfish Interactive
1340,Ecole Software
1341,Panic Button LLC
1342,Kung Fu Factory
1343,Ecole
1344,The Neverhood
1345,Immersion Software & Graphics
1346,AI
1347,Black Ship Games
1348,Ukiyotei
1349,A1 Games
1350,Vertex
1351,Sammy Studios
1352,Naxat Soft
1353,ESP Software
1354,Racjin
1355,Zoom Inc.
1356,Produce!
1357,Playmore Corporation
1358,Ancient
1359,Mechanic Arms
1360,Santaclaus
1361,AOne Games
1362,Panic Button
1363,Gammick Entertainment
1364,Iron Galaxy Studios
1365,RED Company
1366,Altron Corporation
1367,Boss Alien Ltd.
1368,Gameness Art Software
1369,Yuki Enterprise
1370,InterServ International
1371,Sunrise Interactive
1372,Lab Zero Games
1373,Twilight Frontier
1374,Angry Mob Games
1375,Metro3D
1376,Nintendo SDD
1377,Mojang
1378,"Nd Cube Co., Ltd."
1379,Harmonix Music Systems
1380,Neversoft
1381,Cat Daddy Games
1382,Plato
1383,Nintendo SPD Group No.1
1384,Maxis
1385,SIE London Studio
1386,Endemol
1387,Bossa Studios
1388,Jellyvision
1389,NanaOn-Sha
1390,FarSight Studios
1391,Various
1392,Global Star
1393,Relentless Software
1394,Mind Candy
1395,BestGameEver.com
1396,Zoe Mode
1397,EA Los Angeles
1398,Barnstorm Games
1399,"Livesay Technologies, Inc."
1400,Page 44 Studios
1401,Artech Studios
1402,FreeStyleGames
1403,Namco Tales Studio
1404,Freebird Games
1405,bexide
1406,Chat Noir
1407,Sanuk Games
1408,Coresoft
1409,KCEJ
1410,Gearbox Software
1411,"Page 44 Studios, LLC"
1412,FreeStyle Games
1413,Ludia Inc.
1414,iNiS
1415,Le Cortex
1416,TT Games / Harmonix Music Systems
1417,Fuse Games Limited
1418,Relic
1419,Genius Sonority Inc.
1420,IE Institute
1421,Cunning Developments
1422,Krome Studios / Screenlife Games
1423,SCEE London Studio / Zoe Mode
1424,Infinity
1425,Supersonic Software
1426,Mike Bithell Games
1427,Adrenalin Interactive
1428,Digital Illusions (DICE)
1429,Nuevo Retro Games / NST
1430,MicroProse
1431,Agatsuma Entertainment
1432,Metro
1433,Aruze Corp
1434,Jupiter Multimedia
1435,Backbone Entertainment / Harmonix Music Systems
1436,Terryglyph Interactive Studios
1437,Contraband Entertainment
1438,EA Montreal
1439,WXP / Screenlife Games
1440,id Software
1441,Jester Interactive
1442,Activision Value
1443,@unepic_fran
1444,Kuju Entertainment
1445,Cosmigo
1446,Hemisphere Games
1447,Armor Project / Think Garage
1448,Cohort Studios
1449,"Starsphere Interactive, Inc."
1450,Broadsword Interactive
1451,Landfall
1452,4mm Games / Terminal Reality
1453,WildTangent
1454,Dorart
1455,Impulse Games
1456,Gravity-I
1457,argent
1458,Murudai
1459,Starfish Inc.
1460,Zoo Entertainment Inc.
1461,CodeFire
1462,Strawdogs Studios Limited
1463,Ivolgamus
1464,Acclaim Studios Austin
1465,Magix
1466,LTI
1467,Hasbro Interactive
1468,Hijinx Studios
1469,Zoe Mode / HB Studios
1470,The Pokémon Company
1471,Nihon Bussan
1472,Graffiti Entertainment
1473,Pacific Century Cyber Works Japan
1474,Smackdown Productions
1475,GameTek
1476,Xing Inc.
1477,Flat Cat
1478,Cattle Call
1479,Metro Graphics
1480,Magic Pixel Games
1481,Leaping Lizard Software Inc.
1482,Nordcurrent
1483,AQ Interactive
1484,Universomo
1485,Tubby Games
1486,Phoenix
1487,Blitz Game Studios
1488,2K Sports
1489,"Jellyvision, Inc."
1490,Minds-Eye Productions
1491,Barking Lizards Technologies
1492,Crave Entertainment
1493,Mindscape
1494,Sarbakan Inc.
1495,GCP1
1496,Jet Black Games
1497,Mad Catz
1498,Nippon Telenet
1499,Sammy Corporation
1500,Screenlife Games
1501,Namco Bandai Games America
1502,Bisty
1503,Nintendo R&D2
1504,Dejobaan Games
1505,Team Dakota
1506,Game Life
1507,Tommo
1508,EA Salt Lake
1509,TDK Core
1510,Ivolgamus UAB
1511,"Visual Concepts, Ltd."
1512,Talking Stick Games
1513,SVG Distribution
1514,Unique Development Studios
1515,Jack of All Games
1516,Mix Max
1517,Seven45 Studios
1518,A.S.K. Homework
1519,Sony Music Entertainment Inc.
1520,ASK
1521,0
1522,Top Heavy Studios
1523,Humongous Entertainment
1524,Starfish
1525,SIMS
1526,Curious Pictures
1527,Naked Sky
1528,Kokolo Corporation
1529,Pentavision Entertainment
1530,Jackbox Games
1531,Mastiff
1532,Empire Oxford
1533,Zachtronics Industries
1534,O Games
1535,CyberConnect2 / Cavia Inc.
1536,Daito
1537,Big Ant Studios
1538,Big Head Games
1539,VIVARIUM Inc.
1540,OUAT Entertainment
1541,Sony Computer Entertainment Japan
1542,Planet Moon Studios
1543,Nickervision Studios
1544,LAN - GAMES EOOD
1545,Del
1546,Benesse
1547,Jaleco
1548,Dreamcatcher
1549,Coyote Console
1550,Hack Berry
1551,Yoostar Entertainment Group
1552,TBD
1553,G1M2
1554,Oxygen Interactive
1555,Nippon Amuse
1556,ECI
1557,"Will Co., Ltd. Noisycroak"
1558,SAS Sakata
1559,Three Rings
1560,London Studios
1561,United Game Artists
1562,Oxygen Games
1563,Hidden City Games
1564,Groove Box
1565,Ubisoft Barcelona
1566,Navarre Corp
1567,Roxor Games
1568,Awesome Productions
1569,5000ft
1570,AlphaDream Corporation
1571,1st Playable
1572,Aspyr Media
1573,Zoo Games
1574,Amedio
1575,Edia Corporation
1576,Epicenter Interactive
1577,Overplay
1578,I'Max
1579,System 3 Software
1580,Desert Productions
1581,Farmind Ltd
1582,"eGames, Inc."
1583,Alpine Studios
1584,P2 Games
1585,Andamiro U.S.A. Corp.
1586,Scholastic Inc.
1587,Coconuts Japan
1588,Neverland Company
1589,Jorudan
1590,One Man Band
1591,Pony Canyon
1592,Digital Embryo
1593,TopWare Interactive
1594,Iridon Interactive
1595,Nintendo EAD Tokyo
1596,KCE Sapporo
1597,Zenrin
1598,Image & Form Games
1599,Sproing Interactive Media
1600,Fields
1601,Net Corporation
1602,HMH Hamburger Medien Haus
1603,Indies Zero
1604,3 O'Clock
1605,PopCap Games
1606,Kamui
1607,Zen Studios
1608,KSS
1609,Route 1 Games
1610,Daiichi
1611,Mad Monkey Studio
1612,Artex Software
1613,EC Interactive Games
1614,Mobilero
1615,Rocket Studios
1616,Pegasus Japan
1617,7G//AMES
1618,Yamasa Entertainment
1619,Plenty
1620,Sonnet
1621,Sproing Interactive Media GMBH
1622,Gakken
1623,Irem Corp.
1624,Mirai Shounen
1625,SkyRiver Studios
1626,Sankyo
1627,Alvion Inc.
1628,EA Japan Studio
1629,Global A Entertainment
1630,Media Entertainment
1631,Backbone Emeryville
1632,HumaNature Studios
1633,DJMAX Sound Lab Team
1634,thumbfood Ltd.
1635,Global Star Software
1636,Commseed
1637,Sting
1638,Gaming Minds Studios
1639,Gakken Kyouiku Shuppan
1640,Definitive Studios
1641,"Million Co., Ltd."
1642,Hiromi
1643,Recom
1644,Kaze
1645,Team 3 Games
1646,MegaHouse
1647,Rockpool Games
1648,Anuman Interactive
1649,Independent Arts Software
1650,"Chaotic Moon Studios, LLC."
1651,Zushi Games
1652,Most Wanted Entertainment
1653,Microsoft
1654,Tera Box
1655,Focus Home Interactive
1656,Gamerholix
1657,Revolution Studios / Gamerholix
1658,NCS
1659,Ides
1660,Route24
1661,Avalanche Productions
1662,InterWave Studios
1663,SO! Games Ltd
1664,Datel
1665,Intellivision Productions Inc.
1666,ASK Corporation
1667,Opera
1668,Pasta Games!
1669,"AWE Productions, Inc."
1670,In-house
1671,ArenaNet
1672,ZeniMax Online Studios
1673,WBIE
1674,Carbine Studios
1675,Black Eye Games
1676,Harmonix
1677,Ubisoft San Francisco
1678,Nintendo / TNX
1679,Majesco Entertainment
1680,Land Ho!
1681,XYLA Entertainment
1682,Voxler
1683,Ravenscourt
1684,Nurijoy
1685,ParaPhray
1686,Meteorise
1687,PM Studios
1688,Rayark Inc.
1689,imageepoch Inc.
1690,Good Science Studio
1691,NDcube
1692,Mediatonic
1693,"Agenda, C.A. Production, NDcube"
1694,Wish Studio
1695,Phosphor Studios
1696,Solutions 2 Go
1697,Wired Productions
1698,Retro Studios
1699,Media Molecule
1700,Virgin Interactive
1701,The Behemoth
1702,Junction Point Studios
1703,Team Meat
1704,Monster Games
1705,Yacht Club Games
1706,Hitbox Team
1707,"HAL Laboratory, Flagship"
1708,Dimps Corporation / Sonic Team
1709,Sumo Digital
1710,Arzest
1711,Tarsier Studios
1712,Check Six Games
1713,"Luxoflux, Inc."
1714,Good-Feel
1715,Moon Studios
1716,Capcom/Disney
1717,Micronics
1718,Sonic Team/Dimps Corporation
1719,Polytron Corporation
1720,EA Digital Illusions CE
1721,Big Sky Software
1722,Hudson Soft / West One
1723,Number None Inc.
1724,Playtonic Games
1725,Oddworld Inhabitans
1726,Humble Hearts
1727,Interactive Studios Ltd.
1728,"Mossmouth, LLC"
1729,Evolution Games
1730,Pyramid/JAPAN Studio
1731,Terry Cavanagh
1732,Equinoxe
1733,Playdead
1734,KCEK
1735,Adrenium Games
1736,Studio Pixel
1737,UBIart Montpellier
1738,DreamRift
1739,Blue Tongue Entertainment
1740,PagodaWest Games
1741,Tantalus
1742,Climax Group / ImaginEngine
1743,EA DICE
1744,Eurocom Entertainment Software
1745,NewKidCo
1746,Ubisoft Reflections
1747,TU Wien
1748,Amazing Studios
1749,Bigbig Studios
1750,Argonaut Software
1751,Exact
1752,Climax Group Inc.
1753,Hyperspace Cowgirls
1754,Whoopee Camp
1755,THQ Digital Phoenix
1756,Bombservice
1757,Alientrap Games Inc
1758,Panda Indie Studio
1759,Playful Corp.
1760,Matt Thorson
1761,Gratuitous Games
1762,Just Add Water
1763,Rivage Games
1764,GR3 Project
1765,Glaiel Games
1766,Gears for Breakfast
1767,Eidetic
1768,Chronic Logic
1769,AlienTrap Games
1770,System 3
1771,Zoë Mode
1772,Epoch
1773,Lucky Chicken Games
1774,Carlsen Games
1775,Rain Games
1776,Haydee Interactive
1777,team BitClub
1778,Icy Studios
1779,"The Neverhood, Inc."
1780,Slak Games
1781,Beep Industries
1782,Sluggerfly
1783,AwesomeBlade
1784,Metanet Software Inc.
1785,RFX Interactive
1786,Team Indev
1787,ZackBellGames
1788,Batterystaple Games
1789,Giorgi Abelashvili
1790,Comcept
1791,Japan Supply System
1792,Retro Affect
1793,ORiGO Games
1794,Synnergy Circle Games
1795,K Bros Games
1796,Smudged Cat Games
1797,Serious Brew
1798,Artificial Mind & Movement
1799,Zed Two Limited
1800,Sega-AM7
1801,Foundation 9 Entertainment
1802,"Realtime Associates, Inc."
1803,Unique Development Studios Sweden
1804,Polykid
1805,SilverBirch Studios
1806,Sarbakan
1807,Frozen North Productions
1808,Tuning Electronic
1809,Game Freak
1810,Dragonstone Software
1811,Black Forest Games
1812,Press Play
1813,Golgoth Studio
1814,Arc Developments
1815,Lizardcube
1816,Phenomedia
1817,Program-Ace
1818,SnapDragon Games
1819,Miracle Positive
1820,M4 Entertainment
1821,InterActive Vision Games
1822,Ska Studios
1823,Hokus Pokus
1824,Vectordean
1825,Super Empire
1826,Paul Cuisset
1827,H2O Entertainment
1828,Tiwak SAS
1829,Two Tribes
1830,Light and Shadow Productions
1831,Twelve Games
1832,Roll7
1833,3D Realms
1834,Tate Interactive
1835,Playstos Entertainment
1836,Choice Provisions
1837,Shin'en
1838,"Sanuk Software Co., Ltd."
1839,Raylight Studios
1840,Wanadoo
1841,13AM Games
1842,Teku Studios
1843,Andrew Russell
1844,Creature Labs
1845,Noise
1846,"Telegames, Inc."
1847,EnjoyUp Games
1848,Spellbound
1849,Alexey Pajitnov
1850,Bullet Proof Software
1851,Valve
1852,Compile
1853,Nintendo Software Technology Corporation
1854,3909 LLC
1855,Blue Planet Software
1856,Midway Studios San Diego
1857,Nintendo R&D1 / Intelligent Systems
1858,Nintendo R&D1
1859,GungHo Online Entertainment
1860,Q Entertainment
1861,Croteam
1862,Artech Digital Entertainment
1863,Big Blue Bubble Inc.
1864,Idea Pad
1865,"Tetris Online, Inc"
1866,TheMeatly Games
1867,Realism Ltd
1868,Exient Entertainment
1869,Gottlieb
1870,Full-Fat
1871,Awesome Studios
1872,Invent4 Entertainment
1873,Complie
1874,Tenyo
1875,Newcom
1876,GameLab / PlayFirst
1877,Lazy 8 Studios
1878,H2O Interactive
1879,Denyu-Sha
1880,H2O Entertainment
1881,OutOfTime
1882,DoubleTap Games
1883,Game Brains
1884,Infinite Interactive
1885,Empire Interactive
1886,Mac Play
1887,Rovio Mobile
1888,Mitchell
1889,Monstars Inc.
1890,Sometimes You
1891,Four Quarters
1892,"iWin, Inc."
1893,LvivMedia
1894,NEXT Studios
1895,Eiconic Games
1896,Cerasus Media
1897,EM Studios
1898,"Buddiez, Inc."
1899,Sick Puppies
1900,JoWood Productions
1901,Razorworks Studios
1902,Versus System
1903,SaintHeiser
1904,Nuked Games
1905,Dreams
1906,Frozen Codebase
1907,EightyEightGames
1908,Anatoliy Loginovskikh
1909,Slam Games
1910,Platinum Egg
1911,Bulkhead Interactive
1912,Lancarse
1913,Hot Lava Games
1914,Game Lab / Play First
1915,ThinkOfGames
1916,Digital Tentacle
1917,Cipher Prime
1918,Seragam
1919,Warashi
1920,Dymchick1
1921,SFB Games
1922,Rainbow Games
1923,Pipeworks Software Inc.
1924,Secret Exit Ltd.
1925,Jetdogs Studios
1926,Igrodelsky
1927,The Method
1928,Locked Door Puzzle
1929,ZeroBit Games
1930,Triple-Star Studio
1931,Matthew Brown
1932,Blender Games
1933,Keys Factory
1934,Culture Publishers
1935,Killer Game
1936,InXile Entertainment
1937,Mekensleep
1938,SpiderMonk
1939,Game Design Sweden AB
1940,MuuMuu
1941,ZeptoLab
1942,iWin
1943,Probe Entertainment Ltd.
1944,WhiteBear Studios
1945,Mikoishi
1946,Distinctive Developments Ltd
1947,Clockwork Games
1948,Anino Entertainment
1949,Zoonami Ltd.
1950,Radius9
1951,Playrix Entertainment
1952,Game Sauce
1953,Iridon Interactive AB
1954,PuzzleKings
1955,Planning Office Wada
1956,Hookstone Productions
1957,"Dreams, Inc."
1958,Nighthawk Interactive
1959,Little Worlds Studio
1960,Vision Media Engineering
1961,Pure Entertainment
1962,SCEA
1963,Paprikari
1964,Hoget
1965,Denki
1966,Triple Eh?
1967,2D Boy
1968,Sandlot Games
1969,Tragnarion Studios
1970,Maximum Family Games
1971,"Viva Media, LLC"
1972,FAKT Software GmBH
1973,MagicPot
1974,10tacle Studios AG
1975,GameHouse
1976,zSlide
1977,Big Blue Bubble
1978,The Quantum Astrophysicists Guild
1979,PopCap
1980,SevenOne Intermedia
1981,City Connection
1982,Dreams Interactive
1983,ClockStone
1984,Strawdog Studios Ltd.
1985,WeirdBeard
1986,Arkedo Studio
1987,eGames/Techfront
1988,Nissimo
1989,Blue Monkey Studios
1990,Studio Fizbin
1991,Axela
1992,"BeeWorks Co., Ltd"
1993,Grounding Inc.
1994,Metia Interactive
1995,Island Officials
1996,oeFun
1997,ChaYoWo Games
1998,Zoo Games silver
1999,Blue Tea Games
2000,Empty Clip Studios
2001,Next Wave Team
2002,Viva Media
2003,Bitfield GmbH
2004,Interchannel-Holon
2005,iiWin
2006,Focus
2007,NorthPole Studio
2008,"CyberPlanet Interactive Public Co., Ltd."
2009,Bluestone Interactive
2010,DTP Young Entertainment
2011,"Awesome Developments, Ltd."
2012,Ertain
2013,Black Lime Games
2014,VITEI
2015,Ninai Games
2016,SpiderMonk Ent.
2017,Vision Works
2018,Dream Dale
2019,D3Publisher
2020,Vast Studios
2021,Replay Games
2022,Artifex Mundi
2023,Virtual Playground
2024,"Affect Co., Ltd."
2025,Black Hammer Game
2026,BCI Software
2027,Freeze Tag
2028,PQube
2029,JAPAN Studio / Artoon
2030,Sogoplay
2031,Wildfire Studios
2032,puzzle.tv
2033,7 Raven Studios Co. Ltd.
2034,Media Sales & Licensing
2035,Total Eclipse
2036,PomPom Games
2037,Crush Digital
2038,EA Black Box
2039,Polyphony Digital
2040,Nintendo EAD / Retro Studios
2041,SK Software International
2042,Turn 10 Studios
2043,Turn 10 Studio
2044,Evolution Studios
2045,Ghost Games
2046,Slightly Mad Studios
2047,Playground Games
2048,Black Rock Studio
2049,EA Seattle
2050,EA Vancouver
2051,"RedLynx, Ltd."
2052,Big Park
2053,Criterion
2054,Codemasters Birmingham
2055,Advanced Technology Group
2056,Sinister Games
2057,Motivetime
2058,O-TWO inc.
2059,Barnhouse Effect
2060,Studio Liverpool
2061,RedLynx
2062,UDS
2063,Eutechnyx
2064,Kunos Simulazioni
2065,Ivory Tower
2066,Deibus Studios
2067,Piranha Games
2068,Clever Beans / EPOS Game Studios
2069,Juice Games
2070,Sega Racing Studio
2071,"Paradigm Entertainment, Electronic Arts"
2072,Monster Games Inc.
2073,Bunkasha Publishing
2074,Blade Interactive
2075,Melbourne House
2076,Incinerator Games
2077,Pocketeers
2078,Sniper Studios
2079,Ratbag
2080,Beyond Games
2081,The Pitbull Syndicate Limited
2082,Ubisoft Barcelona / Ubisoft Reflections
2083,Nadeo
2084,Blue Shift
2085,Electronic Arts North Carolina
2086,Creat Studio
2087,TYO
2088,Papyrus
2089,Boss Game Studios
2090,MileStone Inc.
2091,Bugbear Entertainment
2092,Stellar Entertainment
2093,Destination
2094,Virtuos Games
2095,Prolific
2096,Graphic State
2097,MBL Research
2098,Snowblind Studios
2099,Ubisoft Barcelona / Inland Productions
2100,Studio E
2101,Video System
2102,"Konami Computer Entertainment America, Inc. Honolulu Studio"
2103,Milestone
2104,Sega Rosso
2105,BugBear
2106,Visual Sciences
2107,Milestone S.r.l.
2108,Miracle Designs
2109,Rainbow Studio
2110,Real Dynamics
2111,Minds-Eye Productions
2112,Monumental Games
2113,Stealth Studios
2114,Milestone S.r.l
2115,2XL Games
2116,Melbourne House Pty Ltd.
2117,Fucom
2118,Infogrames Melbourne
2119,Escape
2120,Namco Bandai Games / Celius
2121,Bell Corporation
2122,Pseudo Interactive
2123,SimBin
2124,Kylotonn
2125,Lucas Learning
2126,Vivid Image
2127,New Level Software
2128,BAM! Entertainment
2129,Electronic Arts UK
2130,Studio 33
2131,Virtuos / Game Source
2132,Funselektor Labs Inc.
2133,SCS Software
2134,Bamtang
2135,Axis Entertainment
2136,Team 6 Games Studio
2137,Curly Monsters
2138,I-Imagine
2139,Midway Studios Newcastle
2140,Toka
2141,Brain in a Jar
2142,Pixelogic
2143,Visual Sciences Ltd.
2144,Enjoy Gaming ltd.
2145,Syrox Developments
2146,Visual Science
2147,Milkstone Studios S.L.
2148,Neognosis
2149,Media Rings
2150,Vision Scape
2151,Isopod Labs
2152,E-game
2153,Quickdraw Developments Ltd.
2154,Renegade Kid
2155,Icon Games
2156,Saber Interactive
2157,Excalibur Publishing Limited
2158,Awesome Play Ltd.
2159,Synetic
2160,Amanodai
2161,Invictus Games Ltd
2162,Team6 Game Studio
2163,Team Land Ho!
2164,VCC Entertainment
2165,"Orbital Media, Inc."
2166,Bullfrog Productions
2167,SmartDog
2168,Bigmoon Entertainment
2169,Velez & Dubail
2170,Europress
2171,Kaneko Co. Ltd
2172,Avalon Style
2173,System 3 Arcade Software
2174,3DClouds.it
2175,EC Interactive
2176,Turn 10
2177,Acclaim Studios Cheltenham
2178,Interplay
2179,Hudson Soft
2180,Graphic Research
2181,Supergonk
2182,Visual Impact Productions
2183,Babylon Software
2184,Caged Element
2185,Tornado Studios
2186,Beyond Reality
2187,King of the Jungle
2188,Silicon & Synapse
2189,Broken Switch Studios
2190,Red Wagon
2191,Paragon 5
2192,Deep Fried Entertainment
2193,DDI
2194,Blade Interactive
2195,Six by Nine
2196,Nordic Games Publishing
2197,Kalypso Media
2198,Rize Dragon
2199,Microforum
2200,Digital Jesters
2201,Bit Managers
2202,1C Company / Avalon Style
2203,Image Space Inc.
2204,Image Space Inc.
2205,ArtePiazza
2206,Tose
2207,Blizzard North
2208,Interplay Entertainment
2209,Bethesda Game Studios
2210,Chunsoft
2211,Big Blue Box
2212,AlphaDream
2213,Obsidian Entertainment
2214,Lionhead Studios
2215,Level 5 / Armor Project
2216,Falcom
2217,Heart Beat
2218,Red Entertainment
2219,Larian Studios
2220,Toby Fox
2221,G-Craft
2222,BioWare Edmonton
2223,Runic Games
2224,Supergiant Games
2225,Trendy Entertainment
2226,Red Hook Studios
2227,BioWare Corp.
2228,tri-Ace
2229,BioWare / LucasArts
2230,Camelot Software Planning
2231,Crate Entertainment
2232,Level 5/Studio Ghibli
2233,Square-Enix
2234,Wolfteam
2235,Level 5/Brownie Brown
2236,Warhorse Studios
2237,Sony Online Entertainment
2238,ARC Entertainment
2239,Square Enix / Think and Feel Inc.
2240,Sega WOW Overworks
