developer_id,developer
2241,Telenet Japan / Wolteam
2242,38 Studios
2243,Mistwalker Corporation / Artoon
2244,Mistwalker Corporation / Feelplus Inc.
2245,Telenet Japan / Wolfteam
2246,Ape Studios / HAL Laboratory
2247,Namco Tales Studio / Wolfteam
2248,Brownie Brown
2249,Piranha Bytes
2250,Quest Corporation
2251,Genius Sonority Inc./Eighting
2252,Reality Pump
2253,Black Isle Studios
2254,Mistwalker Corporation / AQ Interactive
2255,BioWare / Demiurge Studios
2256,Contrail
2257,Defiant Development
2258,Quadro Delta
2259,Ascaron Entertainment
2260,Rebellion Games
2261,Shogakukan
2262,Gaslamp Games
2263,BioWare Corporation
2264,Agetec Inc.
2265,SCE
2266,Next Entertainment
2267,Ape Studios / HAL Laboratory / Brownie Brown
2268,Cygames
2269,Career Soft
2270,Tri-Crescendo
2271,En Masse
2272,Aquria
2273,Midway Studios San Diego
2274,Brownie Brown / HAL Laboratory / Nintendo SPD Production Group No. 3
2275,Namco / Team MelFes
2276,ASCII Entertainment / Tirnanog
2277,Blue Side
2278,Zener Works
2279,Black Hole Games
2280,Atlus Co. / Lancarse
2281,New Reality Games
2282,Wolfteam / Namco Tales Studio
2283,Capybara Games
2284,Kuusou Kagaku
2285,Micro Cabin
2286,SoftMax
2287,Birthday
2288,Akella
2289,Sacnoth
2290,Konami Computer Entertainment Shinjuku
2291,tri-Crescendo / Monolith Soft
2292,Aquamarine
2293,Lesley Dodd
2294,Labyrinthine
2295,KCEO
2296,"Imagineer Co., Ltd."
2297,Omiya Soft
2298,Nautilus
2299,Shiro Games
2300,Behold Studios
2301,Wolf Team
2302,G-Artists
2303,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.
2304,CCP
2305,Arkane Studios / Floodgate Entertainment / Kuju Entertainment
2306,PlatinumGames / Nude Maker
2307,Mayhem Studios
2308,Magic Rings
2309,Matrix Software / RED Entertainment
2310,Spellbound Entertainment AG
2311,Lovedelic
2312,Nippon Ichi Software / Gust
2313,Panther Software
2314,OmiyaSoft
2315,Felistella
2316,Stoic Studio
2317,Sunight Games
2318,Digital Sun
2319,Airship Syndicate
2320,Locus
2321,Monochrome Corporation
2322,MiCROViSion Inc. / Falcom Corporation
2323,GungHo
2324,Anti-Ded GameDev
2325,Overhype Studios
2326,Kodots Games
2327,K2 / Kurogane
2328,Mineloader Software
2329,Key17 Games
2330,Konami Software Shanghai
2331,Cuve Games
2332,Blackfire Games
2333,Lonely Troops
2334,Crea-Tech
2335,Priority Interrupt
2336,Alfa System / Mars Corporation
2337,Silent Dreams
2338,Cats Who Play
2339,Matt Roszak
2340,QCF Design
2341,Arcane Raise
2342,Game Arts / Japan Art Media (JAM)
2343,Spiderweb Software
2344,Marvelous / Imageepoch
2345,Mistwalker Corporation / Racjin
2346,Bedlam Games
2347,Hit Maker
2348,Butterscotch Shenanigans
2349,DoubleBear Productions
2350,Beamdog
2351,Team Andromeda
2352,Winged Cloud
2353,Indimo Labs LLC
2354,Rumic Soft
2355,Tikipod
2356,Game Studio
2357,Miwashiba
2358,Kyy Games
2359,Magical Company
2360,Mistwalker Corporation / tri-Crescendo / Bird Studio
2361,Image Epoch
2362,Vanguard
2363,"Kogado Studio, Inc."
2364,Media Kite
2365,XPEC Entertainment
2366,Totally Games
2367,Sega Falcom
2368,Onion Egg
2369,Soliton
2370,Garakuda Studio
2371,Tokyo RPG Factory
2372,Atelier Double
2373,Team Destiny
2374,Goshow
2375,Witch Craft
2376,Runtime
2377,"IronNos Co., Ltd."
2378,Mystic Software
2379,Sonic Powered
2380,Nude Maker
2381,Ninja Studio
2382,Studio Archcraft
2383,Fountainhead Entertainment / id Software
2384,System Prisma
2385,Max Five
2386,Enix Corporation
2387,Sabarasa Entertainment
2388,K2
2389,Radon Labs GmbH
2390,Tom Create
2391,Historia
2392,Toadman Interactive
2393,Reloaded Productions
2394,GAIA
2395,Global A Entertaiment
2396,JoWood Productions & Piranha Bytes
2397,Spike / DreamFactory Ltd.
2398,Kure
2399,Sonnori
2400,Garakuta-Studio
2401,Nexon
2402,Triangle Studios
2403,Arrowhead Game Studios
2404,Createch
2405,Gas Powered Games
2406,Mythic
2407,Cryptic Studios
2408,Taleworlds
2409,Master Creating
2410,V Jump / Square Enix
2411,Agate Studio
2412,Turbine Inc.
2413,Flagship Studios
2414,Infogrammes Studios
2415,Crafts & Meisters
2416,Flying Lab Software
2417,Logic Korea
2418,MichaelSoft
2419,A+ Games
2420,TownFactory
2421,Ion Storm Inc.
2422,Snowberry Connection and Sich Studio
2423,Sigil Games Online/Sony Online Entertainment
2424,Troika Games
2425,"Sir-tech Software, Inc."
2426,Sky Fallen / 1C
2427,Irrational Games / Looking Glass Studios
2428,Nival Interactive
2429,PyroTechnix
2430,SkyFallen Entertainment
2431,Iron Lore
2432,Numantian Games
2433,Trine Games
2434,X-Bow Software
2435,NCsoft
2436,Interchannel Inc.
2437,Irrational Games
2438,Village1 Entertainment
2439,Click Entertainment
2440,Volition
2441,Infinity Ward
2442,Bungie
2443,PUBG Corporation
2444,Valve Corporation
2445,"2015, Inc."
2446,Massive Entertainment
2447,Valve Software
2448,Bungie Studios
2449,Sledgehammer Games
2450,Zipper Interactive
2451,Bohemia Interactive
2452,Tripwire Interactive
2453,343 Industries
2454,Overkill Software
2455,Dice
2456,Certain Affinity / Valve Software
2457,The Coalition
2458,Respawn Entertainment
2459,Turtle Rock Studios
2460,Spark Unlimited
2461,SUPERHOT Team
2462,2K Australia / 2K Boston
2463,Digital Illusions CE
2464,2K Marin
2465,Running With Scissors
2466,MachineGames
2467,Nihilistic
2468,Ubisoft Montreal / Red Storm Entertainment
2469,4a-games
2470,Kaos Studios
2471,2K Boston / 2K Australia / 2K Marin
2472,Danger Close Games
2473,Slant Six Games
2474,neo Software
2475,Ruffian Games
2476,Relic Entertainment
2477,Day 1 Studios
2478,"Cavia, inc."
2479,Splash Damage
2480,Red Storm Entertainment / Ubisoft Paris
2481,People Can Fly
2482,People Can Fly / Epic Games
2483,Gray Matter Studios
2484,Offworld Industries
2485,SCEA Bend Studio
2486,"Blind Squirrel Digital, Inc"
2487,Digital Anvil
2488,Williams Entertainment Inc.
2489,Stern Electronics
2490,"Mesa Logic, Inc."
2491,Nerve Software
2492,Gray Matter Studios / Nerve Software
2493,Starbreeze
2494,Aardvark Software
2495,ShadowRage
2496,Black Mesa Team
2497,Midway Studios Austin
2498,Digtal Illusions
2499,Yager Development
2500,Nex Entertainment
2501,High Voltage Software / Ubisoft Paris
2502,Nintendo EAD / Q-Games
2503,Raster Productions
2504,Dambuster Studios
2505,Dreamworks Games
2506,Impulse Gear
2507,FASA Studio
2508,Modulaatio Games
2509,Shin'en GmbH
2510,Meyer/Glass Interactive
2511,Starbreeze Studios/Tigon Studios
2512,Centuri
2513,"Williams Electronic Games, Inc."
2514,EurocoEntertainment Software
2515,Avalanche Software / Ritual Entertainment
2516,JForce Games
2517,HammerHead Ltd.
2518,Final Form Games
2519,Twisted Pixel Games
2520,Pi Studios
2521,First Contact Entertainment Inc.
2522,id Software / Raven Software
2523,Slant Six
2524,Vanguard Games
2525,Halcyon
2526,Z-Axis
2527,Flying Wild Hog
2528,Buzz Monkey Software
2529,ACE Team
2530,Venom Games / Human Head Studios
2531,Mercury Steam / Alchemic Productions
2532,Ironhide Game Studio
2533,LightBox Interactive
2534,Starbreeze Studios AB
2535,Clap Hanz
2536,Wargaming.net
2537,Williams Entertainment
2538,TimeGate Studios
2539,Acclaim Studios London
2540,Trickjump Games Ltd
2541,Ving
2542,Southend Interactive
2543,Destructive Creations
2544,Seibu Kaihatsu Inc.
2545,Dream On Studio
2546,Swordfish Studios
2547,Super X Studios
2548,Cauldron Ltd.
2549,Circle 5 Studios
2550,Parallax Software
2551,Teyon Entertainment
2552,CyberPlanet Interactive
2553,"Ikusabune Inc. / Positron Co., Ltd"
2554,Teotl Studios
2555,Coyote Developments
2556,Replay Studios
2557,Swingin' Ape Studios
2558,Stalker Entertainment
2559,Dmytry Lavrov
2560,Game Arts / Seta Corporation
2561,Tactical Development
2562,Zombie Studios
2563,Netherock Ltd.
2564,Allicorn Games
2565,"Ikusabune Co., Ltd."
2566,OBLONE Software
2567,Mommy's Best Games
2568,Terrible Posture Games
2569,Racing Bros
2570,"Big Blue Bubble, Inc."
2571,Outrage Games
2572,Treasure
2573,StarSystemStudios
2574,5 Bits Games
2575,Just1337 Studio
2576,Nfusion
2577,Psikyo
2578,Exato Games Studio
2579,Outerlight
2580,Magic Wand Productions
2581,Terri Vellmann
2582,Brogames
2583,Artificial Studios
2584,NMS Software
2585,Eidos Interactive
2586,BrezzaSoft
2587,Guildford Studio
2588,Inevitable Entertainment
2589,Reef Entertainment
2590,Kazakov Oleg
2591,Axyos Games
2592,Sorath
2593,Digital Mayhem
2594,Aisystem Tokyo
2595,Emotion
2596,Cadenza Interactive
2597,Panic Button Games Inc.
2598,8MonkeyLabs
2599,Atomic Motion
2600,"GULTI co.,ltd."
2601,Hired Gun
2602,Gulti
2603,ProSoft
2604,Neon
2605,Blue Omega Entertainment
2606,TimeGate Studios/Day 1 Studios
2607,iRock Interactive
2608,Shin'en Multimedia
2609,Digital Leisure
2610,Probe Entertainment
2611,Noise Factory
2612,Mobile 21
2613,Metropolis Software
2614,Direct Action Games
2615,CUBETYPE
2616,Maximum Games
2617,Idol FX
2618,David Szymanski
2619,Leviathan Games
2620,Key Game
2621,Millennium Interactive
2622,Psyonix Studios
2623,Brainbox Games
2624,Racdym
2625,Krisalis Software
2626,BattleBorne
2627,GSC Game World
2628,"Vision Scape Interactive, Inc."
2629,WhiteMoon Dreams
2630,Buka Entertainment
2631,"Corecell Technology Co.,Ltd."
2632,"TechnoSoft Co., Ltd."
2633,G Artist
2634,Flying Tiger Entertainment
2635,"extreme Co.,Ltd."
2636,Lion Game Lion
2637,Destan Entertainment
2638,3G Studios
2639,Ilinx
2640,Any Channel
2641,Ivanovich Games
2642,Nightlight Studios
2643,NoWay Studio
2644,CiRCLE Studio
2645,Lobotomy Software
2646,Cauldron
2647,Tetragon
2648,Mindware Studios
2649,d3t Ltd
2650,Play Mechanix
2651,Mana Comp. Soft.
2652,Touchdown Entertainment
2653,Pterodon
2654,Strangelite
2655,Farm 51
2656,TickTock Games
2657,Squashy Software
2658,NovaLogic
2659,Warashi Inc.
2660,Llamasoft
2661,TimeGate
2662,Grip Games
2663,Tachyon Inc.
2664,IGGYMOB
2665,Atomic Games
2666,Qute Corporation
2667,Triangle Service
2668,Best Media
2669,G.rev Ltd.
2670,OutLook Entertainment
2671,BiArt Studios
2672,Chara-ani
2673,C.I.I.
2674,Playlogic
2675,Awesome Developments
2676,Cyber Planet Interactive
2677,Psikyo / X-Nauts
2678,Black Element
2679,Action Forms Ltd.
2680,FASA Studios
2681,Innerloop Studios
2682,Outrage Entertainment
2683,Jarhead Games
2684,T7 Games
2685,Quazar Studio
2686,Kamehan Studios
2687,Sports Interactive
2688,Chris Sawyer Productions
2689,Cooking Mama Limited
2690,Giants Software
2691,ConcernedApe
2692,Intelek
2693,Colossal Order
2694,Office Create
2695,Squad
2696,Keen Software House
2697,Introversion Software
2698,Virtual Toys / Lexis Numerique
2699,Max Design
2700,Berserk Games
2701,Bemani
2702,Hinterland Studio Inc.
2703,Greenheart Games
2704,Cooking Mama Ltd.
2705,Frontier Studio
2706,Coffee Stain Studios
2707,Monomi Park
2708,Foundation 9
2709,Sunflower Studios
2710,Related Designs
2711,Pathea Games
2712,House House
2713,Digital Integration
2714,Gevo Entertainment
2715,Dancing Dots
2716,Dan Dixon
2717,Little Worlds Studio / Anuman Interactive
2718,Blue Fang Games
2719,inXile
2720,Ubi Nagoya
2721,"Machatin, Inc."
2722,Toy Box
2723,Egosoft
2724,Toy Box Studios
2725,ACES Studio/Microsoft Game Studios
2726,Almanic Corp.
2727,Firaxis Games
2728,Double Damage Games
2729,Weappy Studio
2730,Playbox Limited
2731,Quantum Factory
2732,Urban Games
2733,Unit
2734,Arcade Moon
2735,IR Gurus Interactive
2736,Brain Toys
2737,UK Magic
2738,Hector
2739,Big Fish Games / LDW
2740,Cherry Pop Games
2741,Spike Co.
2742,Rekoo
2743,SomaSim
2744,CharlieH
2745,Gaijin Games
2746,Paramount Interactive
2747,"Asmik Ace Entertainment, Inc."
2748,Ubisoft Sao Paulo
2749,Creative Patterns
2750,Owlchemy Labs
2751,Dingo
2752,Cyberlore Studios
2753,Sunrise Games Ltd.
2754,Sunflowers Interactive
2755,SME Dynamic Systems Limited
2756,Mad Doc Software
2757,KCE Studios
2758,Nvizzio Creations
2759,Runner Duck
2760,"Dark Water Studios, Ltd."
2761,Transmission Games
2762,Givro Corporation
2763,TechFront
2764,Daylight Studios
2765,stillalive studios
2766,ArtwareGames Inc.
2767,Param
2768,Sandlot Games / Digital Embryo
2769,Dorasu
2770,NEKO Entertainment Yullaby
2771,Cat5Games
2772,Hovgaard Games
2773,Syscom Entertainment
2774,Maschinen-Mensch
2775,Electronic Arts Casual Studios
2776,BIP Games
2777,Al
2778,Vivid Games S.A.
2779,Kyle Seeley
2780,TML Studios
2781,Iceflake Studios
2782,Trickstar Games
2783,O3 Entertainment
2784,Forever Entertainment S.A.
2785,Endless Loop Studios
2786,Halycon Media GmbH & Co. KG
2787,Plukit
2788,Firemint
2789,Deck13 Hamburg
2790,exozet games
2791,BiArt
2792,LVGameDev LLC
2793,Beautiful Glitch
2794,Psygnosis Camden Studio
2795,David OReilly
2796,2SD
2797,"Indi Software Co., Ltd."
2798,4HEAD Studios
2799,Starsphere Interactive
2800,IR Gurus
2801,Quadriga Games
2802,"Capcom Production Studio 4 / Nude Maker Co., Ltd."
2803,Digital Kids
2804,ZigZag Island
2805,Hearty Robin
2806,"Origin Systems, Inc."
2807,Bullfrog Production
2808,Takara Tomy ARTS
2809,Kando Games
2810,B.Alive
2811,Engine Software BV
2812,"Big Grub / Shiny Entertainment, Inc."
2813,BELUGA Computer Inc.
2814,"Concrete Software, Inc."
2815,Arts Software
2816,XS Games
2817,Planet Entertainment
2818,Attractive Games
2819,"MotiveTime, Ltd."
2820,DreamXCreate
2821,Silver Wish Games
2822,Laminar Research
2823,Teyon
2824,Cowboy Rodeo
2825,EA
2826,1C: Maddox Games
2827,TechnoBrain
2828,Independent Arts Software GmbH
2829,B-Alive
2830,Braingame
2831,VSTEP
2832,Blue Byte
2833,Ice Flames
2834,Chris Sawyer
2835,Monte Cristo Multimedia
2836,KCE Tokyo Inc
2837,Masque Publishing
2838,GameLab
2839,Creative Mesh
2840,UIG Entertainment
2841,"Seed Studios, Lda"
2842,Sixteen Tons Entertainment
2843,Alternative Software
2844,Eagle Dynamics
2845,ClockStoneSoftware
2846,3Division
2847,DK Games
2848,Ubisoft Nagoya
2849,ESP
2850,Zig Zag
2851,Lead Pursuit
2852,Tilted Mill Entertainment
2853,fonfun Corporation
2854,Zoo Digital Publishing
2855,Just Sims
2856,Shar Rock
2857,Hamster Corporation
2858,SevenOne Intermedia GmbH
2859,Maxis Software
2860,Spellbound Entertainment
2861,Eclipse Software
2862,Playsport Games
2863,777 Studios
2864,Tecmo / Graphic Research
2865,1C Maddox Games
2866,Enlight Software
2867,Ongakukan
2868,Sonalysts Combat Simulations
2869,Trainwreck Studios
2870,RailSimulator.com
2871,Excalibur Studios
2872,HipSoft
2873,Deep Red Games
2874,Game-life / Mad Monkey Studio
2875,Blue Byte Software / Related Designs
2876,Creative Pattern
2877,Shockwave Productions
2878,N2V Games
2879,Aerosoft
2880,PF.Magic
2881,E-Frontier
2882,Maddox Games
2883,"Mobcast, Inc."
2884,Frog City Software
2885,Avantec
2886,Auran Games
2887,Ultimation Inc.
2888,Captain Sim
2889,Stardock
2890,Sonalysts
2891,N3VRF41L Publishing
2892,Open Book
2893,"Firaxis, Maxis"
2894,Excalibur Publishing Ltd.
2895,iEntertainment Network
2896,Extended Play Productions (1991-1997)
2897,Park Place Productions
2898,Camelot Software
2899,Psyonix
2900,Rare
2901,NuFX
2902,Bandai Namco Games / NOW Production
2903,Blacklight Interactive
2904,ParityBit
2905,"Iwasaki Electronics Co., Ltd."
2906,Red Zone Entertainment
2907,EA Tiburon
2908,Red Line Studios
2909,Kush Games
2910,Pack-In Video
2911,49Games
2912,HB Studios
2913,HB Studios Multimedia
2914,SIE San Diego Studio
2915,Namco / NOW Production
2916,Ubisoft Annecy
2917,989 Sports
2918,SCEA San Diego Studios
2919,Black Ops Entertainment
2920,Sony Interactive Studios America
2921,Darkblack
2922,Indie Built
2923,PES Productions
2924,Diamond Head
2925,Sega Sports R&D
2926,Dearsoft
2927,2K Czech
2928,Sega Studios Australia
2929,Lab Rats Games
2930,ASC Games
2931,Robomodo / Buzz Monkey Software
2932,Pam Development
2933,Team .366
2934,Fun Com
2935,Pixel Tales
2936,William's Entertainment
2937,Celeris
2938,Exient Ltd.
2939,Griffin International
2940,PawaPuro Production
2941,A-Max
2942,Kouyousha
2943,BudCat Games
2944,Mud Duck Productions
2945,Lightning Fish
2946,Hypnotix
2947,Vir2L Studios
2948,PawaPuro Productions
2949,W!Games
2950,Gear Head Entertainment
2951,SolWorks
2952,Magical Company Ltd
2953,VAC
2954,Robomodo
2955,"Pai, Inc"
2956,"ASK Co. Ltd., Ornith"
2957,Metro Corporation
2958,Ubisoft Vancouver
2959,2K Shanghai
2960,Proletariat Inc.
2961,Venom Games
2962,Mere Mortals
2963,Blueshift
2964,Iguana Entertaiment
2965,Ntreev Soft
2966,Fox Interactive
2967,Bongfish
2968,D2C Games
2969,Survios
2970,NaturalMotion Games
2971,Digital Eclipse
2972,Adrenalin Entertainment
2973,Bitmap Brothers
2974,Konami Computer Entertainment Nagoya
2975,"Konami Digital Entertainment, Inc."
2976,Extended Play Productions
2977,Nerjyzed Entertainment
2978,NEW Corporation
2979,Team Ramrod
2980,Anco
2981,HB Studios Multimedia Limited
2982,"Powerhead, LLC"
2983,Cokem International
2984,Kinelco
2985,ZigZagIsland
2986,MLB Advanced Media
2987,Blue Byte Studio
2988,MLB.com
2989,ACOT
2990,eV Interactive
2991,Enix
2992,Double Tap
2993,Black Box Games
2994,Zeroscale
2995,Agharta Studio
2996,MindSpan
2997,Digitial Creations
2998,Opera House
2999,In2Games / Aqua Pacific
3000,Koolhaus Games
3001,"Seamless Entertainment, Inc."
3002,Infusion Games Ltd
3003,Sports Director Limited
3004,Lion's Shade
3005,Muse Soft
3006,Beast Studios S.r.l.
3007,ImageBuilder Software
3008,"responDESIGN, Inc."
3009,Perpetual FX Creative
3010,Aqua Pacific
3011,Code Monkeys
3012,Housemarque
3013,Digital Dreams
3014,Sega-AM1
3015,Farsight Technologies
3016,Ubisoft Pune
3017,Telenet
3018,Anchor Bay Entertainment
3019,Victor Interactive
3020,GRC
3021,Sandbox
3022,Devil's Thumb Entertainment
3023,Fresh 3D
3024,Just For Fun Studios
3025,Smart Dog
3026,C-Lab
3027,Carpace
3028,Liquid Dragon Studios
3029,Blazing Lizard
3030,Wicked Witch Software
3031,"Sand Grain Studios, Magic Wand Productions, FUN Labs"
3032,Bright Future GmbH
3033,Burst Studios
3034,Koch Media
3035,Judo Baby
3036,Three Gates
3037,Virtuacraft
3038,Breakpoint Studio
3039,Bongfish GmbH
3040,Shen Studios
3041,Poponchi
3042,Prograph
3043,The Digital Lounge
3044,Home Entertainment Suppliers
3045,Time Warner Interactive
3046,"in-glove Co., ltd"
3047,Small Rockets
3048,Wild Games
3049,Konami Computer Entertainment America
3050,Sega Europe
3051,Technos
3052,Denton Designs
3053,"Interworks Unlimited, Inc."
3054,Headgate Studios
3055,Beautiful Game Studios
3056,Inferno Games
3057,Access
3058,Palm Development
3059,Eurocom Entertainment Sofftware
3060,Tectoy Digital
3061,SCEA San Diego Studio / Zindagi Games
3062,Black Market Games
3063,Playerone Sport
3064,Headgate Studios
3065,"GFX Construction, Inc."
3066,Unexpected Development
3067,EPOS Game Studios
3068,Phoenix Interactive
3069,Virgin Play
3070,Mindstorm Studios
3071,Artematica
3072,2Wg
3073,Ensemble Studios
3074,Hidden Path Entertainment
3075,Pumpkin Studios
3076,Ndemic Creations
3077,Uber Entertainment
3078,FireFly Studios
3079,Mega Crit Games
3080,Robot Entertainment
3081,Stainless Steel Studios
3082,Big Huge Games
3083,Introversion
3084,Winky Soft
3085,KillHouse Games
3086,Koei / Inis
3087,Eugen Systems
3088,Team17 Software / Two Tribes
3089,Firaxis
3090,Mimimi Productions
3091,Arcen Games
3092,Petroglyph Games
3093,SystemSoft
3094,Sandswept Studios
3095,Puppy Games
3096,Eidos Studios Hungary
3097,Tindalos Interactive
3098,Armor Project/Bird Studio
3099,Phantagram
3100,Blendo Games
3101,Micro Forte
3102,Cing Inc. / Town Factory
3103,Team17 Digital Ltd
3104,LTI Grey Matter
3105,Eidos Hungary
3106,"Strategic Simulations, Inc."
3107,Big Sandwich Games
3108,MASA Group
3109,Griptonite
3110,Game-Labs
3111,Power of 2
3112,Zono Incorporated
3113,SSI
3114,Games Workshop
3115,Ubisoft Quebec City
3116,Limbic Software
3117,fupac
3118,Stormregion
3119,Dan Walters
3120,A.Y.std
3121,Marionette
3122,Grimlore Games
3123,Venan Entertainment / Cashmere Productions
3124,1C Company
3125,Pipliz
3126,Hammerfall Publishing
3127,Playboom
3128,Slitherine Software
3129,Q-Games
3130,17-Bit
3131,MoaCube
3132,exoSyphen Studios
3133,Alda Games
3134,Kite Games
3135,Funatics Software
3136,Little Green Men Games
3137,Northway Games
3138,Aterdux Entertainment
3139,Kerberos Productions Inc.
3140,The Mustard Corporation
3141,Quaint Emerald
3142,Cobra Mobile
3143,Blackbird Interactive
3144,MinMax Games Ltd.
3145,Odenis Studio
3146,Flip Flop Production
3147,Silent Software Inc.
3148,Indi Software
3149,Micronet
3150,The EDGE Interactive
3151,Pinegrow
3152,Vogster Entertainment
3153,Box Clever Interactive
3154,Creative Office
3155,MediaWorks
3156,Mothership Entertainment
3157,Sproing
3158,Infogrames Sheffield / Team17 Software
3159,"Quicksilver Software, Inc."
3160,Digitalmindsoft
3161,Valcon Games
3162,Codo Games
3163,1C:Ino-Co
3164,Melesta
3165,PopTop Software
3166,Ascaron
3167,Bullfrog
3168,Massive Entertainment / Swordfish Studios
3169,Ironclad Games
3170,Impressions Games
3171,Ino-Co / 1C Company
3172,Best Way
3173,Big Time Software
3174,Ellipse Studios
3175,Black Sea Studios
3176,Wargaming West
3177,Black Hole Entertainment
3178,SEK Ost
3179,Minds-Eye
3180,White Wolf Productions
3181,Kalypso
3182,USM
3183,Impressionware SRL
3184,ShanBlue
3185,EA Los Angeles\ Westwood Studios
3186,RockNanoGlobal
3187,Unigine Corp
3188,League of Geeks
3189,Enlight Software Ltd.
3190,Enigma Software Productions
3191,Altar Interactive
3192,Headup Games / Crenetic
3193,Deep Red
3194,Xuse
3195,Sushi Typhoon Games
3196,Elixir Studios
3197,Battlefront
3198,"Rideon Japan, Inc."
3199,EA Phenomic
3200,Kogado Software Products
3201,Katauri Interactive
3202,Kogado Studio
3203,Big Red Software
3204,Colossai Studio
3205,Cyber Planet
3206,Cliffhanger Productions
3207,BreakAway Games
3208,Chaos Concept
3209,Reverie World Studios Inc.
3210,EA Pacific
3211,AGEOD
3212,Kerberos Productions
3213,SirTech
3214,Mascot Entertainment
3215,FireFly Studios / Firaxis Games
3216,Dual
3217,Madlab Software
3218,Slitherine Soft
3219,SystemSoft Alpha
3220,BiP media
3221,Darxabre
3222,MPS Labs
3223,Turbo Tape Games
3224,"Tilted Mill Entertainment, Inc."
3225,Strategy First / Cypron Studios
3226,Amplitude Studios
3227,Mithis Entertainment
3228,Slitherine Studios
3229,Cavedog Entertainment
3230,New World Computing
3231,Nival Interactive / N-Game Studios
3232,Golem Labs
3233,G2 Games
3234,Infogrames Sheffield House
3235,Barking Dog
3236,World Forge
3237,ChessBase
3238,Most Wanted Entertainment / HD Interactive
3239,Fireglow Games
3240,"Holistic Design, Inc."
3241,MadMinute Games
3242,Ino-Co
3243,Fusion Digital
3244,Nival Interactive / La Plata Studios
3245,Ultimation Inc
3246,Phenomic Game Development
3247,Gathering of Developers
3248,Future Creates
3249,GFI Russia
3250,Mediatonic Ltd.
3251,Nitro+
3252,DeXP
3253,OVERDRIVE
3254,MoeNovel
3255,Love Conquers All Games
3256,Somi
3257,ALICE IN DISSONANCE
3258,Sprite
3259,MAGES. Inc.
3260,Guyzware
3261,Abstraction Games
3262,Light
3263,Giza10
3264,CYBIRD
3265,Syangrila
3266,Alcot
3267,Front Wing
3268,Operetta Due
3269,"GignoSystem Japan, Inc."
3270,Lose
3271,Tenco
3272,Gesen 18
3273,ADELTA
3274,girls dynamics
3275,A'sRing
